en,vi
"The disastrous earthquake in Haiti taught humanitarian groups an unexpected lesson : the power of mobile devices to coordinate , inform , and guide relief efforts . At TEDxRC2 , Paul Conneally shows extraordinary examples of social media and other new technologies becoming central to humanitarian aid . &amp; lt ; em &amp; gt ; &amp; lt ; / em &amp; gt ;","Thảm hoạ động đất tại Haiti đã đem lại một bài học không ngờ tới cho các tổ chức nhan đạo : sức mạnh của các thiết bị di động để phối hợp , báo cáo , và chỉ dẫn những nỗ lực giải cứu . Tại TEDxRC2 , Paul Conneally cho thấy những ví dụ kì diệu về truyền thông xã hội và các công nghệ mới trở thành trung tâm của những hỗ trợ nhân đạo ."
And these mutations accumulate approximately as a function of time .,Và những đột biến này cứ chồng chất theo hàm số của thời gian .
And I have one right here .,Và tôi có một con ở đây .
That &apos;s a crisis .,Đó là 1 sự khủng hoảng .
"So we came up with a list of requirements , the &quot; 10 commandments , &quot; and they were , in order of ascending difficulty : The first is &quot; No magic . &quot;","vì thế chúng tôi gặp phải một loạt những yêu cầu , Cái : &quot; 10 yêu cầu &quot; và chúng đây , được sắp xếp theo độ khó tăng dần : Điều đầu tiên là &quot; không được kì bí &quot;"
Freeflying is more the three-dimensional skydiving .,Freeflying thì thoải mái hơn .
She was the only mother in the group .,Cô ấy là người mẹ duy nhất trong nhóm .
"What Kepler does is discover a lot of candidates , which we then follow up and find as planets , confirm as planets .",Những gì Kepler làm là đi tìm thật nhiều những ứng cử viên khả dĩ mà sau đó chúng tôi sẽ theo dõi và kiểm chứng đó là hành tinh .
"Of course , these people don &apos;t really look like scientists , because they &apos;re much too happy .","Dĩ nhiên , những người này trông không giống như những nhà khoa học , bởi vì họ quá vui vẻ ."
"And I can &apos;t remember a specific day where we made a conscious decision that we were actually going to go out and build these things , but once we got that idea in our minds of the world as a dataset , of being able to capture millions of data points on a daily basis describing the global economy , of being able to unearth billions of connections between them that had never before been found , it just seemed boring to go work on anything else .",Và tôi không thể nhớ cụ thể cái ngày chúng tôi đưa ra một quyết định sáng suốt rằng sẽ xây dựng những thứ này nhưng một khi chúng tôi đã nảy ra ý tưởng về cả thế giới như một tập dữ liệu có thể chụp được hàng triệu điểm dữ liệu trên cơ sở hàng ngày mô tả nền kinh tế toàn cầu có thể đưa ra hàng tỉ kết nối mà chưa bao giờ được khám phá trước đây Sẽ nhàm chán nếu phải làm bất cứ việc nào khác
"Todorov tells us that , in a tenth of a second , we can make a judgment on somebody &apos;s face .","Todorov đã nói cho chúng tôi rằng , trong một phần mười của một giây , chúng ta có thể đưa ra nhận xét trên khuôn mặt của một người nào đó ."
Thank you for your attention .,Cảm ơn sự lắng nghe của các bạn .
You can do a very simple test : scrape your cheek ; send it off .,Bạn có thể làm 1 bài kiểm tra đơn giản : cạo má của bạn .
"What &apos;s interesting is that at the same time , the number of genes that we &apos;re discovering is rising very quickly .","Điều thú vị là rằng cùng một lúc , số lượng các gen mà chúng ta đang khám phá đang gia tăng rất nhanh chóng ."
"I was so afraid of being found out the next day that I called her and said , &quot; I &apos;m quitting . &quot;",Tôi quá lo lắng về việc bị phát hiện vào ngày hôm sau nên tôi gọi cô và nói rằng &quot; Em bỏ đây . &quot;
How can you ever know all of this ?,Làm sao biết hết mọi điều ?
They have home-brewed infrastructure and vibrant urban life .,"Họ sống một cuộc sống đô thị sôi động , trong cơ sở hạ tầng tự phát ."
"At least they patented something which , you know , could do useful things .",Ít nhất họ cũng có bằng sáng chế thứ gì đó thứ gì đó hữu ích .
Because globalization opens up all kinds of ways for us to undermine and change the way we think about political geography .,Bởi vì sự toàn cầu hoá mở ra rất nhiều cách cho chúng ta huỷ hoại và thay đổi cách chúng ta suy nghĩ về địa lý chính trị .
Julia Sweeney : Letting go of God,Julia Sweeney nói về việc để cho Chúa ra đi
Of course I always wondered what would happen if he &apos;d kissed the airplane first .,Tất nhiên tôi luôn tự hỏi chuyện gì có thể xảy ra nếu anh ta hôn chiếc máy bay trước .
"Men , women and children of all ages , elders in wheelchairs , have blockaded the only road access to the interior .","Nam giới , phụ nữ và trẻ em ở mọi lứa tuổi , người già trên những chiếc xe lăn đã phong toả con đường duy nhất dẫn vào bên trong ."
"And yet , again , you &apos;re not all in one room .","Thế nhưng , một lần nữa , không phải tất cả mọi người đều có thể ngồi trong một phòng ."
"It &apos;s just that for those of us dealing with scale , for those of us tasked with keeping people safe , we have to assume the worst will happen , because for us , a one-in-a-million chance is pretty good odds .","Chỉ một số trong chúng ta làm việc với hệ thống , bảo đảm sự an toàn cho người dùng , chúng ta phải giả định những điều tệ nhất bởi vì xác suất một trong 1 triệu thì không phải là nhỏ ."
Now we owe the idea that space can ring like a drum to Albert Einstein -- to whom we owe so much .,"Và chúng tôi còn chịu ơn ý nghĩ rằng khoảng không có thể lắc lư như một cái trống từ Albert Einstein , một người chúng ta nợ nần rất nhiều ."
What has been my challenge ?,Vậy điều gì là thử thách khó khăn cho tôi ?
"I can &apos;t quite explain it , and he can &apos;t either .","Tôi , ngay cả Matthew cung không thể giải thích với các bạn ."
The traditional approach to space exploration has been that you carry all the fuel you need to get everybody back in case of an emergency .,Cách tiếp cận truyền thống cho việc khảo sát vũ trụ là bạn mang theo toàn bộ nhiên liệu bạn cần để đưa tất cả mọi người trở lại trong trường hợp khẩn cấp .
"So it &apos;s a big problem , and it &apos;s tied in with the needle and syringe because it &apos;s a liquid form vaccine , and when it &apos;s liquid it needs the refrigeration .","Đó là một rắc rối lớn , vì khi sử dụng kim và ống tiêm , vaccine phải ở dạng lỏng , và khi ở dạng lỏng , nó cần được làm lạnh ."
"And she said to me , when I asked her the obvious , &quot; Radiation doesn &apos;t scare me . Starvation does . &quot;","Và cô ấy nói với tôi , khi được hỏi , &quot; Phóng xạ không khiến tôi sợ hãi . Chính nạn đói làm điều đó &quot;"
"And this is really important in the MBA classroom , because participation counts for half the grade .","Vá điểu này thực sự rất quan trọng với học sinh cao học , bởi vì tham gia vào bài giảng trên lớp chiếm đến một nửa số điểm tốt nghiệp ."
